customerID,actual_churn_label,predicted_probability,risk_score_0_100,risk_band,predicted_label_threshold_0_50,selected_model_name,dataset_partition,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,tenure_group,monthly_charge_band,total_charge_band,service_count,support_services_count,streaming_services_count,has_fiber_optic,is_month_to_month,uses_electronic_check,is_senior_citizen_flag,top_risk_driver_1,top_risk_driver_2,risk_driver_summary_short
7636-PEPNS,No,0.1709,17,Low,0,Random Forest,train,Female,0,Yes,Yes,58,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,44.1,2413.05,49+ months,Moderate,High Lifetime Value,2,0,0,No,No,No,No,No online security,No tech support,No single dominant cue; review full customer profile.
4683-WYDOU,No,0.3352,34,Moderate,0,Random Forest,train,Male,0,Yes,No,62,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),107.6,6912.7,49+ months,Very High,Very High Lifetime Value,7,2,2,Yes,No,No,No,Fiber optic service,Higher monthly charges,Associated with fiber optic service and higher monthly charges.
9052-DHNKM,No,0.1808,18,Low,0,Random Forest,train,Male,0,No,No,26,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,No,Electronic check,61.55,1581.95,25-48 months,Moderate,High Lifetime Value,5,2,0,No,No,Yes,No,Electronic check payment,No tech support,Associated with electronic check payment.
6794-HKIAJ,No,0.2905,29,Low,0,Random Forest,train,Male,0,No,No,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),90.7,5586.45,49+ months,High,Very High Lifetime Value,6,3,0,Yes,Yes,No,No,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
5578-NKCXI,No,0.3159,32,Moderate,0,Random Forest,train,Female,0,Yes,Yes,58,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),99.25,5846.65,49+ months,High,Very High Lifetime Value,6,2,2,Yes,No,No,No,Fiber optic service,Higher monthly charges,Associated with fiber optic service and higher monthly charges.
1642-HMARX,No,0.0363,4,Low,0,Random Forest,train,Female,0,Yes,No,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,91.7,6424.7,49+ months,High,Very High Lifetime Value,9,4,2,No,No,Yes,No,Electronic check payment,Higher monthly charges,Associated with electronic check payment and higher monthly charges.
3096-WPXBT,No,0.2658,27,Low,0,Random Forest,test,Female,0,Yes,Yes,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),100.7,6018.65,49+ months,Very High,Very High Lifetime Value,7,3,1,Yes,No,No,No,Fiber optic service,Higher monthly charges,Associated with fiber optic service and higher monthly charges.
8434-PNQZX,No,0.0626,6,Low,0,Random Forest,train,Female,0,No,No,42,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),78.45,3373.4,25-48 months,High,Very High Lifetime Value,7,2,2,No,No,No,No,No online security,Paperless billing,Associated with paperless billing.
5950-AAAGJ,No,0.6302,63,High,1,Random Forest,test,Male,0,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),84.3,1537.9,13-24 months,High,High Lifetime Value,4,0,1,Yes,Yes,No,No,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
4299-OPXEJ,No,0.0334,3,Low,0,Random Forest,train,Female,0,No,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.55,1080.55,49+ months,Low,Moderate Lifetime Value,1,0,0,No,No,No,No,No online security,No tech support,No single dominant cue; review full customer profile.
4951-UKAAQ,Yes,0.878,88,Critical,1,Random Forest,train,Female,0,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,88.95,355.2,0-12 months,High,Low Lifetime Value,5,1,1,Yes,Yes,Yes,No,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
9618-LFJRU,No,0.296,30,Moderate,0,Random Forest,train,Female,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.45,82.85,0-12 months,Low,Low Lifetime Value,1,0,0,No,Yes,No,No,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
6693-DJWTY,No,0.0869,9,Low,0,Random Forest,train,Female,0,No,Yes,35,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Credit card (automatic),55.6,2016.45,25-48 months,Moderate,High Lifetime Value,4,2,0,No,No,No,No,No tech support,No secondary cue,No single dominant cue; review full customer profile.
0744-GKNGE,No,0.195,20,Low,0,Random Forest,test,Female,0,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),86.8,5327.25,49+ months,High,Very High Lifetime Value,5,2,0,Yes,Yes,No,No,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
6447-EGDIV,No,0.0475,5,Low,0,Random Forest,train,Female,0,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.95,683.25,25-48 months,Low,Moderate Lifetime Value,1,0,0,No,No,No,No,No online security,No tech support,No single dominant cue; review full customer profile.
1167-OYZJF,No,0.0172,2,Low,0,Random Forest,train,Female,1,Yes,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.05,1263.05,49+ months,Low,Moderate Lifetime Value,1,0,0,No,No,No,Yes,No online security,No tech support,No single dominant cue; review full customer profile.
2108-YKQTY,Yes,0.6889,69,High,1,Random Forest,test,Female,0,No,No,4,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),50.7,151.3,0-12 months,Moderate,Low Lifetime Value,3,1,0,No,Yes,No,No,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
4806-DXQCE,No,0.2255,23,Low,0,Random Forest,test,Female,1,Yes,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,113.65,7714.65,49+ months,Very High,Very High Lifetime Value,9,4,2,Yes,No,Yes,Yes,Fiber optic service,Electronic check payment,Associated with fiber optic service and electronic check payment.
4918-QLLIW,Yes,0.7103,71,High,1,Random Forest,train,Male,0,No,No,3,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),53.4,188.7,0-12 months,Moderate,Low Lifetime Value,3,0,1,No,Yes,No,No,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
7056-IMHCC,Yes,0.7294,73,High,1,Random Forest,test,Male,1,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.9,5549.4,49+ months,Very High,Very High Lifetime Value,6,1,2,Yes,Yes,Yes,Yes,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
4854-SSLTN,No,0.0675,7,Low,0,Random Forest,train,Male,0,Yes,Yes,2,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,59.5,130.5,0-12 months,Moderate,Low Lifetime Value,5,3,0,No,No,No,No,Short tenure,No secondary cue,Associated with short tenure.
5294-DMSFH,No,0.6533,65,High,1,Random Forest,train,Female,0,Yes,Yes,29,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),87.8,2621.75,25-48 months,High,High Lifetime Value,4,0,2,Yes,Yes,No,No,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
4837-PZTIC,No,0.0317,3,Low,0,Random Forest,train,Female,0,No,No,47,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,41.9,1875.25,25-48 months,Moderate,High Lifetime Value,4,3,0,No,No,No,No,No dependents,No secondary cue,No single dominant cue; review full customer profile.
1625-JAIIY,Yes,0.3379,34,Moderate,0,Random Forest,train,Female,0,Yes,Yes,68,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,83.0,5685.8,49+ months,High,Very High Lifetime Value,4,0,1,Yes,No,Yes,No,Fiber optic service,Electronic check payment,Associated with fiber optic service and electronic check payment.
0603-OLQDC,No,0.3656,37,Moderate,0,Random Forest,train,Male,0,No,Yes,12,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,69.85,837.5,0-12 months,Moderate,Moderate Lifetime Value,5,1,2,No,Yes,No,No,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
3272-VUHPV,No,0.354,35,Moderate,0,Random Forest,train,Female,0,Yes,Yes,8,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),56.3,401.5,0-12 months,Moderate,Low Lifetime Value,4,2,0,No,Yes,No,No,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
4176-FXYBO,No,0.4865,49,Moderate,0,Random Forest,train,Male,0,Yes,No,54,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,109.55,6118.95,49+ months,Very High,Very High Lifetime Value,8,3,2,Yes,Yes,Yes,No,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
1063-DHQJF,No,0.0901,9,Low,0,Random Forest,train,Male,0,Yes,Yes,69,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,92.15,6480.9,49+ months,High,Very High Lifetime Value,5,2,1,Yes,No,No,No,Fiber optic service,Higher monthly charges,Associated with fiber optic service and higher monthly charges.
8663-UPDGF,No,0.2725,27,Low,0,Random Forest,train,Female,0,No,No,26,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),69.5,1800.05,25-48 months,Moderate,High Lifetime Value,6,2,1,No,Yes,No,No,Month-to-month contract,No tech support,Associated with month-to-month contract.
6719-FGEDO,No,0.043,4,Low,0,Random Forest,train,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),97.0,7104.2,49+ months,High,Very High Lifetime Value,7,4,0,Yes,No,No,No,Fiber optic service,Higher monthly charges,Associated with fiber optic service and higher monthly charges.
1837-YQUCE,No,0.0253,3,Low,0,Random Forest,train,Female,0,No,No,70,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),58.35,4214.25,49+ months,Moderate,Very High Lifetime Value,6,3,2,No,No,No,No,Paperless billing,No dependents,Associated with paperless billing.
2947-DOMLJ,Yes,0.6256,63,High,1,Random Forest,train,Male,0,No,Yes,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,50.6,50.6,0-12 months,Moderate,Low Lifetime Value,3,1,0,No,Yes,No,No,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
4112-LUEIZ,Yes,0.8453,85,Critical,1,Random Forest,test,Male,0,No,No,10,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.5,863.1,0-12 months,High,Moderate Lifetime Value,4,0,2,Yes,Yes,Yes,No,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
0369-ZGOVK,No,0.2339,23,Low,0,Random Forest,train,Female,0,Yes,Yes,28,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),70.4,1992.2,25-48 months,High,High Lifetime Value,2,0,0,Yes,No,No,No,Fiber optic service,No online security,Associated with fiber optic service.
4510-HIMLV,Yes,0.9476,95,Critical,1,Random Forest,train,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.8,69.8,0-12 months,Moderate,Low Lifetime Value,2,0,0,Yes,Yes,Yes,No,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
9919-KNPOO,No,0.7524,75,High,1,Random Forest,train,Female,0,Yes,No,21,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.3,1948.35,13-24 months,High,High Lifetime Value,5,0,2,Yes,Yes,Yes,No,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
8749-JMNKX,Yes,0.5786,58,Moderate,1,Random Forest,train,Male,1,Yes,No,51,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),93.8,4750.95,49+ months,High,Very High Lifetime Value,6,2,1,Yes,Yes,No,Yes,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
7872-BAAZR,No,0.0506,5,Low,0,Random Forest,test,Female,0,Yes,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.55,1007.9,49+ months,Low,Moderate Lifetime Value,1,0,0,No,No,No,No,No online security,No tech support,No single dominant cue; review full customer profile.
9391-LMANN,No,0.2408,24,Low,0,Random Forest,train,Male,0,No,Yes,53,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Electronic check,95.95,5036.9,49+ months,High,Very High Lifetime Value,6,3,1,Yes,No,Yes,No,Fiber optic service,Electronic check payment,Associated with fiber optic service and electronic check payment.
2430-USGXP,Yes,0.7753,78,High,1,Random Forest,train,Male,0,Yes,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.05,2391.8,13-24 months,Very High,High Lifetime Value,6,1,2,Yes,Yes,Yes,No,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
8174-TBVCF,No,0.1372,14,Low,0,Random Forest,train,Female,0,Yes,No,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),94.8,6859.05,49+ months,High,Very High Lifetime Value,9,4,2,No,No,No,No,Higher monthly charges,Paperless billing,Associated with higher monthly charges and paperless billing.
1698-XFZCI,No,0.5034,50,Moderate,1,Random Forest,train,Male,0,No,No,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,107.75,6521.9,49+ months,Very High,Very High Lifetime Value,8,3,2,Yes,No,Yes,No,Fiber optic service,Electronic check payment,Associated with fiber optic service and electronic check payment.
1877-HKBQX,No,0.1072,11,Low,0,Random Forest,train,Female,0,No,No,11,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,54.6,617.85,0-12 months,Moderate,Moderate Lifetime Value,4,2,0,No,No,No,No,Short tenure,Paperless billing,Associated with short tenure and paperless billing.
4450-DLLMH,No,0.8092,81,Critical,1,Random Forest,train,Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),71.3,157.75,0-12 months,High,Low Lifetime Value,2,0,0,Yes,Yes,No,No,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
0428-AXXLJ,No,0.0531,5,Low,0,Random Forest,train,Male,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.5,516.3,25-48 months,Low,Moderate Lifetime Value,1,0,0,No,No,No,No,No online security,No tech support,No single dominant cue; review full customer profile.
2746-DIJLO,No,0.2163,22,Low,0,Random Forest,train,Female,0,No,No,41,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),56.3,2364.0,25-48 months,Moderate,High Lifetime Value,4,1,0,No,No,No,No,No online security,No tech support,No single dominant cue; review full customer profile.
5955-ERIHD,Yes,0.7595,76,High,1,Random Forest,train,Male,0,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.7,1687.95,13-24 months,High,High Lifetime Value,5,0,2,Yes,Yes,Yes,No,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
0917-EZOLA,Yes,0.3582,36,Moderate,0,Random Forest,train,Male,1,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.15,7689.95,49+ months,Very High,Very High Lifetime Value,7,2,2,Yes,No,No,Yes,Fiber optic service,Higher monthly charges,Associated with fiber optic service and higher monthly charges.
3508-VLHCZ,No,0.0192,2,Low,0,Random Forest,train,Female,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.55,6239.05,49+ months,High,Very High Lifetime Value,9,4,2,No,No,No,No,Higher monthly charges,Paperless billing,Associated with higher monthly charges and paperless billing.
4086-ATNFV,No,0.1267,13,Low,0,Random Forest,train,Female,0,Yes,Yes,34,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check,60.8,2042.05,25-48 months,Moderate,High Lifetime Value,5,3,0,No,No,No,No,No tech support,Paperless billing,Associated with paperless billing.
0468-YRPXN,No,0.608,61,High,1,Random Forest,train,Male,0,No,No,29,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.8,2807.1,25-48 months,High,High Lifetime Value,6,2,2,Yes,Yes,No,No,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
5996-NRVXR,No,0.1741,17,Low,0,Random Forest,train,Male,1,Yes,No,40,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),98.15,4116.8,25-48 months,High,Very High Lifetime Value,7,4,1,Yes,No,No,Yes,Fiber optic service,Higher monthly charges,Associated with fiber optic service and higher monthly charges.
3739-YBWAB,No,0.0842,8,Low,0,Random Forest,train,Male,0,Yes,No,36,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,35.35,1317.95,25-48 months,Moderate,Moderate Lifetime Value,3,2,0,No,No,No,No,No tech support,No dependents,No single dominant cue; review full customer profile.
7047-FWEYA,No,0.4904,49,Moderate,0,Random Forest,test,Female,0,Yes,No,46,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,103.15,4594.65,25-48 months,Very High,Very High Lifetime Value,7,2,2,Yes,No,Yes,No,Fiber optic service,Electronic check payment,Associated with fiber optic service and electronic check payment.
2000-MPKCA,No,0.5382,54,Moderate,1,Random Forest,test,Female,0,No,No,58,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,107.75,6332.75,49+ months,Very High,Very High Lifetime Value,8,3,2,Yes,No,Yes,No,Fiber optic service,Electronic check payment,Associated with fiber optic service and electronic check payment.
9762-YAQAA,No,0.1611,16,Low,0,Random Forest,test,Male,0,No,No,39,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,No,Credit card (automatic),81.4,3213.75,25-48 months,High,Very High Lifetime Value,4,1,0,Yes,No,No,No,Fiber optic service,No online security,Associated with fiber optic service.
5949-EBSQK,Yes,0.551,55,Moderate,1,Random Forest,test,Male,0,Yes,Yes,4,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),61.45,229.55,0-12 months,Moderate,Low Lifetime Value,4,1,1,No,Yes,No,No,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
5473-KHBPS,No,0.1817,18,Low,0,Random Forest,train,Female,0,Yes,Yes,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),95.7,4976.15,49+ months,High,Very High Lifetime Value,6,2,1,Yes,No,No,No,Fiber optic service,Higher monthly charges,Associated with fiber optic service and higher monthly charges.
0100-DUVFC,No,0.3949,39,Moderate,0,Random Forest,train,Male,1,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,104.8,7308.95,49+ months,Very High,Very High Lifetime Value,7,2,2,Yes,No,Yes,Yes,Fiber optic service,Electronic check payment,Associated with fiber optic service and electronic check payment.
5397-TUPSH,No,0.1397,14,Low,0,Random Forest,train,Male,1,Yes,No,65,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),70.95,4555.2,49+ months,High,Very High Lifetime Value,2,0,0,Yes,No,No,Yes,Fiber optic service,No online security,Associated with fiber optic service.
8950-MTZNV,No,0.7856,79,High,1,Random Forest,train,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.95,44.95,0-12 months,Moderate,Low Lifetime Value,2,0,0,No,Yes,No,No,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
0326-VDYXE,No,0.3417,34,Moderate,0,Random Forest,train,Female,0,Yes,No,70,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,97.65,6982.5,49+ months,High,Very High Lifetime Value,6,1,2,Yes,No,Yes,No,Fiber optic service,Electronic check payment,Associated with fiber optic service and electronic check payment.
6773-LQTVT,No,0.4218,42,Moderate,0,Random Forest,train,Female,1,Yes,Yes,29,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,35.65,1025.15,25-48 months,Moderate,Moderate Lifetime Value,3,2,0,No,Yes,No,Yes,Month-to-month contract,No online security,Associated with month-to-month contract.
7274-RTAPZ,Yes,0.9475,95,Critical,1,Random Forest,train,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.55,90.55,0-12 months,High,Low Lifetime Value,4,0,2,Yes,Yes,Yes,No,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
0436-TWFFZ,No,0.0385,4,Low,0,Random Forest,test,Female,0,No,No,67,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,85.25,5714.2,49+ months,High,Very High Lifetime Value,8,3,2,No,No,No,No,Paperless billing,No dependents,Associated with paperless billing.
8566-YPRGL,No,0.6391,64,High,1,Random Forest,train,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.5,19.5,0-12 months,Low,Low Lifetime Value,1,0,0,No,Yes,No,No,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
0311-UNPFF,Yes,0.6567,66,High,1,Random Forest,train,Female,0,No,No,26,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),88.8,2274.35,25-48 months,High,High Lifetime Value,4,0,2,Yes,Yes,No,No,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
6609-MXJHJ,No,0.0283,3,Low,0,Random Forest,train,Female,0,Yes,Yes,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,25.1,789.55,25-48 months,Low,Moderate Lifetime Value,2,0,0,No,No,No,No,No online security,No tech support,No single dominant cue; review full customer profile.
2669-OIDSD,No,0.5223,52,Moderate,1,Random Forest,train,Female,0,Yes,No,48,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.05,4834.0,25-48 months,Very High,Very High Lifetime Value,6,2,2,Yes,Yes,No,No,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
8400-WZICQ,No,0.2587,26,Low,0,Random Forest,train,Female,0,Yes,Yes,55,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,55.7,3131.8,49+ months,Moderate,Very High Lifetime Value,4,2,0,No,Yes,Yes,No,Month-to-month contract,Electronic check payment,Associated with month-to-month contract and electronic check payment.
3834-XUIFC,Yes,0.8642,86,Critical,1,Random Forest,train,Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,85.2,602.55,0-12 months,High,Moderate Lifetime Value,4,0,1,Yes,Yes,No,No,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
9576-SYUHJ,No,0.6308,63,High,1,Random Forest,test,Male,0,No,No,37,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,91.15,3369.25,25-48 months,High,Very High Lifetime Value,5,1,1,Yes,Yes,Yes,No,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
0410-IPFTY,No,0.6389,64,High,1,Random Forest,train,Female,0,Yes,No,31,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),83.85,2674.15,25-48 months,High,High Lifetime Value,4,1,1,Yes,Yes,No,No,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
2831-EBWRN,No,0.7344,73,High,1,Random Forest,train,Male,0,No,No,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.9,199.75,0-12 months,Moderate,Low Lifetime Value,2,0,0,No,Yes,Yes,No,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
9430-NKQLY,No,0.016,2,Low,0,Random Forest,train,Male,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.1,1790.8,49+ months,Low,High Lifetime Value,2,0,0,No,No,No,No,No online security,No tech support,No single dominant cue; review full customer profile.
8414-MYSHR,Yes,0.862,86,Critical,1,Random Forest,train,Male,1,No,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.4,449.75,0-12 months,High,Low Lifetime Value,4,0,2,Yes,Yes,Yes,Yes,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
0247-SLUJI,No,0.5941,59,Moderate,1,Random Forest,train,Male,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,19.7,0-12 months,Low,Low Lifetime Value,1,0,0,No,Yes,No,No,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
9402-ORRAH,No,0.808,81,Critical,1,Random Forest,test,Female,1,No,No,15,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.5,1400.3,13-24 months,High,Moderate Lifetime Value,4,0,2,Yes,Yes,Yes,Yes,Month-to-month contract,Fiber optic service,Associated with month-to-month contract and fiber optic service.
6483-OATDN,No,0.4238,42,Moderate,0,Random Forest,test,Male,0,Yes,Yes,8,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),51.3,411.6,0-12 months,Moderate,Low Lifetime Value,3,1,0,No,Yes,No,No,Month-to-month contract,Short tenure,Associated with month-to-month contract and short tenure.
1293-HHSHJ,No,0.0471,5,Low,0,Random Forest,test,Female,0,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,21.1,741.0,25-48 months,Low,Moderate Lifetime Value,1,0,0,No,No,No,No,No online security,No tech support,No single dominant cue; review full customer profile.
